id,ad,education,ofjobs,yearsexp,honors,volunteer,military,empholes,occupspecific,occupbroad,workinschool,email,computerskills,specialskills,firstname,sex,race,h(resume quality),l(resume quality),call,city,kind,adid,fracblack,fracwhite,lmedhhinc,fracdropout,fraccolp,linc,col,expminreq,schoolreq,eoe,parent_sales,parent_emp,branch_sales,branch_emp,fed,fracblack_empzip,fracwhite_empzip,lmedhhinc_empzip,fracdropout_empzip,fraccolp_empzip,linc_empzip,manager,supervisor,secretary,offsupport,salesrep,retailsales,req,expreq,comreq,educreq,compreq,orgreq,manuf,transcom,bankreal,trade,busservice,othservice,missind,ownership
b,1,4,4,5,0,0,0,1,229,6,1,0,1,0,Anne,f,w,0,1,0,c,a,404,0.014516993,0.97367543,10.565582,0.11620284,0.15647578,9.718663,1,,,0,1166,10000,14.3,175,0,0.019722056,0.79926556,10.714818,0.09766058,0.3187502,9.934404,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,Private
b,1,4,2,5,0,1,0,0,13,1,0,1,0,1,Brendan,m,w,1,0,0,c,s,405,0.5308703,0.29444152,10.244059,0.21617366,0.09434806,9.266626,1,,,1,,,,,0,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
b,1,1,3,5,0,1,0,0,316,6,0,1,1,1,Hakim,m,b,1,0,0,c,s,405,0.003418689,0.9049973,10.310918,0.21380211,0.14222752,9.557964,0,,,1,,,,,0,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
b,1,3,4,6,0,0,0,0,185,1,1,0,1,0,Latoya,f,b,0,1,0,c,a,404,0.6911068,0.15632284,10.099629,0.22815758,0.050933633,8.959954,0,,,0,1166,10000,14.3,175,0,0.019722056,0.79926556,10.714818,0.09766058,0.3187502,9.934404,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,Private
b,1,4,2,5,0,0,0,0,263,4,0,0,0,1,Laurie,f,w,0,1,0,c,s,405,0.95459735,0.042803545,10.276773,0.19744441,0.10937959,9.304468,1,,,1,,,,,0,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
b,1,3,3,3,0,1,1,0,316,6,1,1,1,0,Laurie,f,w,1,0,0,c,a,404,0.3361651,0.63736963,10.431908,0.108847864,0.40657592,10.412141,0,,,0,1166,10000,14.3,175,0,0.019722056,0.79926556,10.714818,0.09766058,0.3187502,9.934404,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,Private
b,1,4,3,4,0,0,0,0,316,6,0,0,1,1,Leroy,m,b,0,1,0,c,s,405,0.51218235,0.2988992,9.66288,0.25743797,0.035784647,8.733272,1,,,1,,,,,0,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
b,1,4,3,12,0,1,0,0,313,5,1,1,1,0,Anne,f,w,1,0,0,c,a,406,0.19882353,0.5691676,10.068281,0.13971142,0.2880133,9.647498,1,2,,1,7.9,90,,,0,0,0.84341747,10.800371,0.10636214,0.26744133,9.944342,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Private
b,1,3,3,11,0,1,0,0,379,6,1,1,1,0,Kenya,f,b,1,0,0,c,a,406,0.9885199,0.008148465,10.112573,0.19383714,0.14505339,9.372459,0,2,,1,7.9,90,,,0,0,0.84341747,10.800371,0.10636214,0.26744133,9.944342,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Private
b,1,4,2,9,1,0,0,1,313,5,0,0,1,0,Latonya,f,b,0,1,0,c,a,406,0.9714688,0.024071502,9.92974,0.17001754,0.14969294,9.321793,1,2,,1,7.9,90,,,0,0,0.84341747,10.800371,0.10636214,0.26744133,9.944342,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Private
b,1,4,3,10,0,0,0,1,313,5,0,0,1,0,Meredith,f,w,0,1,0,c,a,406,0.6911068,0.15632284,10.099629,0.22815758,0.050933633,8.959954,1,2,,1,7.9,90,,,0,0,0.84341747,10.800371,0.10636214,0.26744133,9.944342,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Private
b,1,4,4,5,0,0,0,1,27,1,0,0,1,1,Jamal,m,b,0,1,0,c,a,407,0.3361651,0.63736963,10.431908,0.108847864,0.40657592,10.412141,1,3,colp,0,133.4,0,133.4,0,0,0.125,0.875,11.814311,0,0.89285713,11.36244,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,Nonprofit
b,1,4,4,4,0,1,0,1,379,6,0,1,1,1,Matthew,m,w,1,0,0,c,a,407,0.10974837,0.5074464,9.869258,0.29933825,0.09411432,9.028338,1,3,colp,0,133.4,0,133.4,0,0,0.125,0.875,11.814311,0,0.89285713,11.36244,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,Nonprofit
